type,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,x_68,x_69,x_70,x_71,x_72,x_73,x_74,x_75,x_76,x_77,x_78,x_79,x_80,x_81,x_82,x_83,x_84,x_85,x_86,x_87,x_88,x_89,x_90,x_91,x_92,x_93,x_94,x_95,x_96,x_97,x_98,x_99,x_100,x_101,x_102,x_103,x_104,x_105,x_106,x_107,x_108,x_109,x_110,x_111,x_112,x_113,x_114,x_115,x_116,x_117,x_118,x_119,x_120,x_121,x_122,x_123,x_124,x_125,x_126,x_127
0,0.0027014685329049826,0.0005319592892192304,0.0008379155769944191,-0.0007440588087774813,0.001275465707294643,-0.003403323469683528,0.00033577458816580474,-0.0016675646184012294,-0.002955805044621229,-0.0020616864785552025,-0.0030207494273781776,-0.002855569589883089,-0.0007641235715709627,-0.0011117096291854978,0.0017271123360842466,-0.0007972969906404614,-0.0028971624560654163,0.00013395381392911077,-5.640468225465156e-05,0.003672667546197772,-0.0006778711685910821,-0.003608618164435029,0.0014003902906551957,-0.002350177615880966,0.0034783887676894665,0.0036949028726667166,-0.0006334611680358648,0.001712325494736433,0.003475111909210682,-0.0029710542876273394,-0.0006542619084939361,-0.0014278671005740762,-0.0012778269592672586,-0.00281442585401237,-6.724126433255151e-05,-0.0018785076681524515,0.0038944436237215996,-0.0024865223094820976,0.0028477159794420004,-0.0014262774493545294,0.002525138668715954,-0.0013217658270150423,-0.0019297068938612938,-0.00041680491995066404,-0.003448137082159519,0.00044516343041323125,0.001743903267197311,0.0009505927446298301,-0.0016022196505218744,0.0030240179039537907,-0.001731494558043778,0.0037145663518458605,0.002684120088815689,-0.0026296726427972317,-0.002620557090267539,-0.0009379654075019062,0.002668605884537101,-0.002797032007947564,-0.0036600579041987658,-0.00026026475825347006,0.0004535244370345026,-0.0032804764341562986,0.0012310775928199291,-0.0029874935280531645,0.00012816628441214561,0.0033777719363570213,-0.0034540300257503986,0.0010466391686350107,-0.0030290933791548014,0.0031638965010643005,0.00262766657397151,0.003159969113767147,-0.00074325519381091,0.002527867676690221,-3.936437860829756e-05,-0.0022823456674814224,-0.0018729837611317635,-0.0016407404327765107,-0.002440798096358776,-0.0010887604439631104,0.0007897006580606103,0.003625469282269478,-0.00015607030945830047,-0.0005328342667780817,-0.0012079729931429029,-0.0009981774492189288,-2.7067821065429598e-05,0.00044094701297581196,-0.0018990356475114822,-0.0023108390159904957,0.002047414192929864,0.002313403645530343,-0.003475981066003442,0.00045844059786759317,-0.0022133300080895424,0.0006125958170741796,0.000525929091963917,0.0005872583133168519,0.0017077036900445819,0.001757870428264141,-0.0033885000739246607,-0.003695559920743108,0.0007563613471575081,0.0034430657979100943,0.0016311494400724769,-0.000684897240716964,0.0033473954536020756,-0.00381240202113986,-0.0012912345118820667,-0.0013220838736742735,0.002209989121183753,-0.0009796511149033904,0.0030300747603178024,-0.000447040016297251,-0.0034530810080468655,0.0014660415472462773,-0.0025376789271831512,-0.0017084168503060937,-0.003591506741940975,-0.0037406368646770716,0.0012493343092501163,0.0009797507664188743,0.002834524493664503,-0.0022870658431202173,0.003623953787609935,0.0033721234649419785,0.000816844985820353,-0.0017682691104710102
1,-0.0011393858585506678,-0.002158156596124172,-0.0024625733494758606,-0.0008753538131713867,0.0022658216767013073,0.00199155043810606,-0.0014726347289979458,-0.000980711542069912,-0.0017168072517961264,0.0003199561615474522,0.0022375313565135,0.003923994489014149,0.0008537816465832293,-0.0031851083040237427,0.00236048293299973,0.001753474585711956,-0.002010520314797759,-0.0022163528483361006,-0.0036043021827936172,0.0010366176720708609,0.0028842289466410875,-0.0026044093538075686,-0.002647284185513854,0.003279360942542553,-0.0031559730414301157,-0.0015059348661452532,-0.0022058202885091305,0.002231485676020384,0.0011185782495886087,5.979963316349313e-05,-0.0012780905235558748,-0.0008568902849219739,0.0009500373853370547,-0.002999575575813651,0.0020186216570436954,-0.00013939708878751844,0.0028494461439549923,-0.0011263263877481222,-9.701492672320455e-05,0.0018312274478375912,-0.0002524687733966857,-0.002410413231700659,0.0009613118600100279,0.001716200145892799,-0.003720318665727973,0.0018286907579749823,-1.7432403183192946e-05,0.001226114807650447,0.0035083312541246414,-0.001192622003145516,0.002456340938806534,0.0020737596787512302,0.0019997325725853443,0.0018320325762033463,-0.0022363506723195314,-0.0028482615016400814,0.003684712341055274,-0.000683875463437289,0.0027092192322015762,-0.002545086434110999,-0.0024011682253330946,-0.0008649843512102962,1.993747537198942e-05,0.0015047553461045027,-0.0006409775814972818,-0.0018156522419303656,0.0008896675426512957,0.0023511576000601053,-0.0005585332401096821,-0.0009935693815350533,0.0024222321808338165,-0.001195495598949492,0.003758590202778578,0.002542465692386031,-0.003372732549905777,0.002655289601534605,0.003331211395561695,0.00038156152004376054,0.0004904806264676154,-0.0007540005026385188,-0.0024045975878834724,-0.0014748534886166453,-0.001898405491374433,0.0017926658038049936,-0.002229351783171296,0.0024822407867759466,0.0002819361980073154,-0.0038534970954060555,0.0028681617695838213,0.0022173074539750814,0.003459505969658494,-0.0011943185236304998,-0.0007753729005344212,-0.0016374681144952774,-0.0025938365142792463,-0.0007421966874971986,-0.002483848948031664,0.0010496170725673437,0.002950412919744849,0.003134101629257202,9.346852311864495e-05,0.0023179533891379833,-0.003102546092122793,-0.0033917748369276524,0.001836960087530315,-0.0028676989022642374,0.00299284141510725,-0.002014195080846548,0.0020073147024959326,-0.0009324212442152202,0.0018108157673850656,0.0007374299457296729,-0.0002641113242134452,-0.0010479406919330359,0.0007152360631152987,0.003126678755506873,-4.070201248396188e-05,-0.002314073732122779,-0.003424455877393484,-0.0023282428737729788,-0.00012444774620234966,-0.0029050090815871954,0.003312082961201668,0.0021352593321353197,-0.0038578908424824476,0.0017398565541952848,-0.0029033159371465445,0.0010638940148055553
2,0.0005496664671227336,0.003593361470848322,-0.0017227537464350462,0.0035342674236744642,-0.0029659962747246027,-0.0007638359093107283,-0.0007632099441252649,0.0006232301821000874,0.0028347696643322706,-0.00024076631234493107,0.0019111318979412317,-0.0006633583689108491,-0.003464369336143136,0.001509076333604753,0.002508715493604541,0.0016545039834454656,-0.0006389588816091418,-0.0032416393514722586,-0.0035181257408112288,-0.0030125947669148445,-0.00015568068192806095,0.0017984252190217376,-0.00038022964145056903,-0.003296657232567668,0.0014196049887686968,-0.0019367232453078032,0.0001307896600337699,0.0016603651456534863,0.0013655108632519841,-0.0018629985861480236,-0.0008094249642454088,-0.002764913020655513,-0.0002502211427781731,0.0006612896686419845,0.00026034031179733574,-0.00042645842768251896,0.0037841754965484142,0.0035014557652175426,0.0006839080597274005,0.0017486014403402805,-0.0034918421879410744,0.002768113976344466,-0.0036004502326250076,0.001782918581739068,-0.003683690680190921,-0.002646546345204115,0.0034308142494410276,0.0001392311678500846,0.001474547665566206,-0.0026975960936397314,-0.0038296638522297144,-0.0017469305312260985,0.000913131982088089,-0.0024889737833291292,-0.0009973045671358705,0.0007290694047696888,0.0008026422001421452,0.00041340271127410233,0.0034435794223099947,0.0009951167739927769,-0.0001306576596107334,-0.0029577179811894894,0.00294766784645617,-0.0005928308237344027,0.002125395694747567,-0.002279162872582674,-0.0003754119388759136,0.00342076038941741,0.0021123664919286966,0.0007541062659583986,0.0021449318155646324,0.0020917353685945272,0.003653899999335408,0.00048455712385475636,-0.0022862448822706938,0.0037808220367878675,0.0018518056022003293,-0.003933452535420656,-0.0024488321505486965,-0.002353896386921406,0.0005736865568906069,0.0031750642228871584,0.0039067198522388935,-0.0015166107332333922,-0.0025871347170323133,-0.002529564779251814,-0.001641625422053039,0.0008221138850785792,0.0018751858733594418,-0.002074877033010125,0.00026523691485635936,0.001496500219218433,-0.0035049414727836847,-0.0001622514391783625,0.0005377610214054585,-0.0013035860611125827,0.0024453303776681423,0.00097835052292794,0.002625151537358761,0.0024253251031041145,-0.0022133723832666874,-0.00014671997632831335,0.002851582132279873,-0.0039047193713486195,0.003511410439386964,0.0010154262417927384,-0.0018194981385022402,-0.00043508640374056995,0.0005588887725025415,0.002352001378312707,-0.003324695862829685,0.00235893321223557,0.003476048819720745,0.0022463712375611067,0.002077861689031124,-0.0018117832951247692,0.0030264779925346375,-0.0018160504987463355,-0.00246089487336576,0.0008142907754518092,0.0018871406791731715,0.0010485834209248424,-0.00031722051789984107,0.002687628148123622,-0.000400101620471105,-0.0031593700405210257,-0.00017269450472667813,-0.0018407544121146202
3,-0.0008905110298655927,0.0033574167173355818,0.0007588537991978228,0.0015360647812485695,-0.0003365790471434593,0.00029941421234980226,0.001169719616882503,0.0004930716822855175,0.002087012166157365,-0.0013215222861617804,0.003192456904798746,0.0018968256190419197,0.0024090204387903214,0.00023191636137198657,0.0009714066982269287,0.0020115228835493326,0.0030838013626635075,-0.0015145477373152971,-0.002724521793425083,0.0038534877821803093,0.003198533318936825,-0.003504084190353751,-0.001708538387902081,-0.002658709418028593,0.001931196660734713,-0.0006103792693465948,0.0005670730024576187,0.003594961715862155,0.003961797803640366,0.0016992344753816724,0.0007841694168746471,0.00365490117110312,0.0035318140871822834,-0.0015493755927309394,0.0017679996090009809,-0.0036390561144798994,0.003279713913798332,-0.0011835804907605052,0.0014692210825160146,0.0023479601368308067,0.0009623321820981801,-0.001602429198101163,0.0009631437133066356,-0.0023954526986926794,-0.002641114639118314,-0.0009972724365070462,-2.512537503207568e-05,-0.0036633398849517107,0.002417928772047162,-0.003995762672275305,0.0013692611828446388,-0.0010284059680998325,-0.0001724145549815148,0.0029660204891115427,0.0008660739404149354,0.0039043326396495104,0.0036828804295510054,-0.0035526929423213005,-0.00235368381254375,0.003160269930958748,-0.0008283288916572928,0.0008558545378036797,0.0020385151728987694,-0.0018651540158316493,0.0013430286198854446,-0.0038279183208942413,-0.002573497360572219,0.0032918297220021486,0.0038161391858011484,0.003745289519429207,0.002877097111195326,-0.0018844619626179338,-0.0038412276189774275,0.00014251162065193057,0.0006107894005253911,-0.0006539080641232431,-0.0034635583870112896,-0.0028883747290819883,-0.002376703079789877,0.0008895135833881795,0.0029208471532911062,0.00013183329429011792,-0.0029293159022927284,0.00023493509797845036,-3.284050399088301e-05,-0.0024649326223880053,0.001180262304842472,-0.001729529700241983,-0.0008478512172587216,0.0008265167125500739,-0.0007779389270581305,-0.0008046564762480557,-0.0024429941549897194,-0.0013612819602712989,0.0011315643787384033,-0.003302870085462928,-0.0018277702620252967,-0.0030758753418922424,-0.00227844319306314,-0.0017515126382932067,-0.0005057750386185944,0.003804948879405856,-0.001483991974964738,-0.00224491604603827,0.001647818717174232,-0.00018053685198538005,-0.0009444169118069112,0.0009276657365262508,-0.0013030688278377056,-0.0017166984034702182,-0.001556761795654893,-0.0035422437358647585,0.0009364255238324404,0.0014249976957216859,-0.0018298900686204433,-7.499116327380762e-05,-0.000984317739494145,0.0021290455479174852,-9.747929289005697e-05,0.0028171148151159286,0.0029357182793319225,-0.0005978314438834786,0.0014076586812734604,0.0014871109742671251,0.0038465731777250767,-0.0033133740071207285,-0.0006597860483452678,0.0014198702992871404
4,-0.0005294190486893058,0.0033921876456588507,0.003723454661667347,0.0021730498410761356,-0.001429345109499991,-0.0013408438535407186,-0.0012957145227119327,-0.0003486397035885602,0.001627044752240181,2.1450270651257597e-05,-0.0025591631419956684,0.003160260384902358,0.003538341959938407,-0.0007194865611381829,0.0035814004950225353,-0.0011982095893472433,0.0010761746671050787,-0.0005135547835379839,0.0033458860125392675,-0.0004665672604460269,0.0038023367524147034,0.00021019260748289526,0.00016889398102648556,-0.0019503436051309109,-0.0013030532281845808,-0.0029294216074049473,-0.000767348799854517,-0.002479285467416048,-0.002670947927981615,-0.0008511091582477093,-0.0024996139109134674,-0.0024123694747686386,-0.0029913883190602064,7.055683090584353e-05,0.0027616547886282206,0.0012075386475771666,-0.0010453786235302687,-0.0020305183716118336,0.0022600714582949877,0.0034102657809853554,-0.002774022286757827,0.0028269262984395027,-0.00018667333642952144,0.003100569127127528,0.0020508894231170416,-0.0013454584404826164,-0.0033118780702352524,0.003870829474180937,0.0032737681176513433,0.00043927656952291727,0.001252421410754323,0.0027461862191557884,0.00016423793567810208,0.0007093143067322671,-0.0034710983745753765,0.00035746899084188044,-0.002894645556807518,-0.0010464744409546256,0.0031073216814547777,0.002176659181714058,0.00298497686162591,-0.0014132763026282191,-8.72038071975112e-05,-0.0007343555917032063,-0.0037822031881660223,-0.0034399519208818674,-0.0015302025713026524,0.0037665381096303463,-0.0016043876530602574,0.001522199367173016,-0.0020863686222583055,-0.0003028242790605873,0.003109403420239687,0.0007548716384917498,-0.0013380225282162428,-0.0029331485275179148,0.0033095248509198427,0.0009757038205862045,0.0005403247778303921,0.0011565150925889611,-0.0018325640121474862,-0.0019957092590630054,-0.0014470502501353621,-0.002593778073787689,-0.002235780004411936,0.003428124589845538,0.0015187341487035155,-0.00014619161083828658,0.0031067265663295984,0.0035873574670404196,0.003926288336515427,-0.0009389549377374351,0.003352842526510358,0.002245851093903184,0.0008346931426785886,-0.0022839282173663378,0.002928664907813072,-0.002713041612878442,0.003391814650967717,-0.0023803410585969687,-0.00281067518517375,-0.000829130585771054,-0.0021513504907488823,-0.002870051423087716,0.0009423739393241704,-0.00047876001917757094,0.001845994614996016,0.0015430129133164883,-0.00019103630620520562,0.003825539955869317,0.002642480656504631,-0.0038645006716251373,0.0027275183238089085,0.0032856769394129515,-0.0027662618085741997,-0.0029326435178518295,0.0006264785770326853,0.0024627107195556164,0.0022715283557772636,0.0036548536736518145,-0.003101368434727192,0.0033879526890814304,-0.003820947604253888,-0.00094431615434587,0.0030336137861013412,-0.003685076953843236,-0.001056762645021081,-0.00210000341758132
5,0.0013973276363685727,0.0034942547790706158,-0.0006623724475502968,0.0021821872796863317,-0.0001155007048510015,0.0016428002854809165,-0.003926478326320648,0.003794746706262231,0.0002338174235774204,-0.0017753943102434278,0.0021978775039315224,0.003156666411086917,-0.0006201807991601527,0.0027040208224207163,0.003527109045535326,0.002186944941058755,0.00031463170307688415,-0.002828317228704691,0.0012502999743446708,0.0017553913639858365,0.002634455682709813,0.0017593937227502465,-0.00012494594557210803,-0.00033210188848897815,-0.0007254233350977302,-0.001011422136798501,-0.0023701239842921495,0.0021887312177568674,0.0029784252401441336,-0.0006093084230087698,-0.003369816578924656,-0.0020023793913424015,0.0025867989752441645,-8.016668289201334e-05,-0.002642927225679159,0.0025435080751776695,0.003345017321407795,-0.003424128284677863,0.0023231585510075092,1.8157679733121768e-05,0.0020235925912857056,-0.001492752693593502,0.002990466309711337,0.002118160715326667,0.002865549875423312,-0.00023730384418740869,-0.0035540242679417133,-0.0033562046010047197,-0.0008553588413633406,0.0024353486951440573,-0.0038340543396770954,-0.0005622440949082375,-0.002652301685884595,-0.0035673005040735006,0.0002166562480852008,6.343594577629119e-05,0.0023121112026274204,0.0009761187830008566,0.0027744064573198557,-0.0034974266309291124,-0.0028043328784406185,-0.00140702398493886,0.0006747842999175191,0.0019653462804853916,-0.0020445839036256075,0.0009562584455125034,0.0026123046409338713,-0.0033982018940150738,-0.0033248327672481537,-0.002341722371056676,0.0008498455863445997,-0.0034197394270449877,0.0007183437119238079,0.0035214105155318975,-0.002866457449272275,0.0004802967596333474,0.00044497742783278227,-0.003208725480362773,0.0015547438524663448,-0.0004652636998798698,0.0026107868179678917,0.00112455477938056,0.0030771195888519287,0.00026833536685444415,0.0023066687863320112,-0.0005649604136124253,0.0032082844991236925,0.001255998038686812,-0.002663255902007222,-0.001275341841392219,0.00024283851962536573,-0.0015668411506339908,-0.0009299498633481562,0.0021285908296704292,-0.0005844728439114988,0.0007798589067533612,0.002412970643490553,0.0025975818280130625,-0.00345838931389153,-0.0032501695677638054,-0.00015571757103316486,-0.002558737527579069,0.0026079362723976374,-0.0038923281244933605,-0.0017627646448090672,0.0034937828313559294,-0.0024484896566718817,-0.0007045776001177728,-0.0012332425685599446,0.0033423961140215397,-0.0010155856143683195,0.0023094420321285725,0.0016094415914267302,-0.0016041492344811559,0.0007522386149503291,-0.0008254891145043075,0.0017967604799196124,-0.0002032518677879125,-0.0023629534989595413,0.0028902317862957716,-0.0015599997714161873,-0.003695335006341338,-0.0005654210108332336,-0.003143477952107787,0.0006459035212174058,0.0021379441022872925,0.0018733437173068523,0.0026695928536355495
6,0.0034710734616965055,0.0034504944924265146,-0.001580245909281075,0.003695751540362835,0.003266150364652276,-0.002034880453720689,0.0030258733313530684,-0.000636722834315151,-0.00245337444357574,-0.0038342338521033525,-0.0030307029373943806,0.003634528024122119,-0.0008738418109714985,0.003287422703579068,0.0005032568005844951,0.003473124001175165,-0.003514787880703807,-0.0010162105318158865,0.00280549144372344,0.0035026974510401487,-0.0015736204804852605,0.0008534901426173747,0.0006545431679114699,-0.0019401302561163902,-0.0020162854343652725,0.0015689741121605039,0.0030553429387509823,-0.0014753765426576138,0.002905462635681033,-0.001985365990549326,-0.0021154372952878475,-0.0021026150789111853,0.003715791739523411,-0.002987959887832403,0.0038006671238690615,0.0028355601243674755,0.0018726888811215758,0.0032105958089232445,0.0015119205927476287,0.0017411584267392755,0.0017958530224859715,0.0024109636433422565,-0.00200091814622283,-0.002712721936404705,0.0021322995889931917,0.0035182805731892586,0.0019632261246442795,-0.00367862731218338,-0.002929744543507695,-0.002167113358154893,-0.0012868779012933373,-0.0018222087528556585,0.0027742269448935986,-0.003736410988494754,0.0026407241821289062,-0.0031461426988244057,0.0007719574496150017,6.076534918975085e-05,-0.0005350273568183184,0.0003414009988773614,-0.002361387014389038,-0.0006893505924381316,-0.0027587327640503645,0.0020852263551205397,-0.0010079812491312623,0.0020084527786821127,0.00047315529081970453,0.0017102300189435482,0.0010221776319667697,0.0036954046227037907,0.002270928118377924,0.001413698773831129,0.0010912201832979918,0.0016605050768703222,0.0006215432076714933,0.0017536553787067533,0.00191601796541363,-0.003588354680687189,-0.0025868189986795187,0.0029434405732899904,-0.0017607593908905983,0.002060849452391267,-0.00198836880736053,0.003149635624140501,0.0035822929348796606,0.0034659162629395723,-0.0033737432677298784,0.0018555944552645087,0.0025265547446906567,-0.0025746638420969248,-0.0023084848653525114,-0.000389481196179986,-0.0021624730434268713,-0.0012274683685973287,0.00018455772078596056,-0.003267922205850482,-0.0006814339431002736,0.0034228754229843616,-0.0007244903827086091,0.0016695611411705613,0.0018179075559601188,0.003364114323630929,-0.0019332029623910785,0.003150041913613677,-0.0011814755853265524,0.0038380082696676254,0.002016885904595256,0.00044730721856467426,0.0016628885641694069,-0.002556895138695836,-0.0010284276213496923,-0.0006053377874195576,-0.002882995642721653,-0.002874712459743023,0.0006532021798193455,0.003878980176523328,0.0021305643022060394,-0.002846289658918977,0.0021095711272209883,0.0011737645836547017,-0.0015114974230527878,-0.001689024968072772,0.0009821600979194045,0.000188647914910689,-0.0007971004815772176,-0.0020943060517311096,-0.0038381938356906176,-0.00039078740519471467
7,-0.002971555572003126,0.0004979042569175363,0.0013675530208274722,-0.0023973865900188684,0.00024587599909864366,-0.0007394757121801376,0.0029760501347482204,0.003242969512939453,-0.0022456750739365816,0.002027289243414998,-0.00018992240075021982,0.0022589820437133312,0.0027974150143563747,-0.0012737995712086558,0.0033692633733153343,-0.0037116226740181446,-0.0006744757993146777,0.0032124300487339497,-0.001950588310137391,-0.003870840882882476,-0.0035992281045764685,0.001774210948497057,0.0005144745227880776,-0.002090326976031065,-0.0029268390499055386,0.0003505657659843564,-0.0011365299578756094,-0.0011869928566738963,-0.0029888192657381296,0.001742459018714726,3.921367897419259e-05,0.0020577427931129932,0.0030748534481972456,0.00023232361127156764,-0.003846613457426429,-0.0029656109400093555,0.0009271017042919993,0.0027292929589748383,-0.0006656947080045938,-0.00368897570297122,-0.0008743471698835492,0.0036414815112948418,-0.001678749336861074,0.002369587542489171,-0.003349853679537773,0.0029874928295612335,0.0038249001372605562,-0.001987999305129051,-0.0038379968609660864,-0.002219978952780366,0.0034816793631762266,0.0025556650944054127,0.0017564576119184494,0.0019102863734588027,0.0008982226718217134,-0.0016766185872256756,0.0036712384317070246,0.0001917338086059317,0.0015606237575411797,-0.0007775963167659938,-0.0017808834090828896,-0.0033832669723778963,-0.0035030366852879524,0.0012477710843086243,0.0005010374006815255,-0.003073817351832986,0.0011753953294828534,-0.0029788927640765905,0.0014943646965548396,-0.003493509953841567,-0.00017175414541270584,-0.00242062471807003,-0.000253654841799289,0.0035177194513380527,0.0026688664220273495,-0.0022775717079639435,-0.0006975863361731172,0.0004619131505023688,-0.0023466714192181826,-0.0036401692777872086,0.0028680262621492147,0.0012009694473817945,0.0010268084006384015,0.0029395204037427902,0.002880963496863842,-0.0033230737317353487,-0.0030882712453603745,0.003456315491348505,0.0003618323535192758,0.0021565610077232122,-0.0014823195524513721,-0.0009616610477678478,0.0011545702582225204,0.0005586862680502236,9.960164607036859e-05,0.003664876101538539,0.001983724068850279,0.0033151120878756046,0.000673802278470248,-0.0015796396182850003,0.0018412641948089004,0.002077263779938221,0.0029743195045739412,0.0015712768072262406,0.0036547649651765823,-0.0024049985222518444,-0.0007951490115374327,0.0012552313273772597,0.002561137080192566,0.0005171863012947142,-0.0007864609360694885,-0.0036590213421732187,-0.0035604331642389297,3.653488965937868e-05,-0.0017940105171874166,0.002077121287584305,-0.003602988086640835,-0.001485959393903613,-0.0022234816569834948,0.0019441080512478948,0.0038076876662671566,0.003350635292008519,-0.0024623970966786146,-0.0012185703963041306,-0.0007383122574537992,-0.0012787943705916405,0.0003457230923231691,-0.0017195063410326838
8,-0.003354819258674979,2.5170382286887616e-05,-0.001563970698043704,-0.003697045147418976,-0.001873335218988359,-0.0005016913637518883,0.002886774716898799,-0.0012466389453038573,0.0002484292781446129,-0.001205027336254716,0.0024613956920802593,-0.0009712282917462289,0.002721142955124378,-0.0020065896678715944,-0.0006687284330837429,-0.0006871834630146623,-0.0019513270817697048,0.003847065381705761,-0.0009129967074841261,0.003125556046143174,-0.002963887993246317,-0.0029437902849167585,-0.001002257107757032,0.0028939645271748304,0.0023833769373595715,0.0011222920147702098,-0.001304706442169845,0.0009678946225903928,-0.0033202129416167736,0.002760933246463537,0.0030950435902923346,-0.0024881833232939243,-0.00016723028966225684,-0.0029199603013694286,0.0002496337110642344,-0.0023609171621501446,0.0005172668024897575,-0.0025452333502471447,0.0030058645643293858,0.0013145182747393847,0.000563350971788168,0.003627441357821226,-0.0010832671541720629,0.0007467095856554806,0.003609973704442382,-0.0031893898267298937,-0.0007552671013399959,-0.0011607384076341987,0.0005030686734244227,-0.0021959005389362574,0.0020836296025663614,0.002964514773339033,-0.002759828930720687,-0.000765071832574904,0.0009273944888263941,-0.0007825982174836099,0.0003951688704546541,-0.0001061325820046477,0.002545455703511834,-0.0005739261396229267,0.0027830617036670446,0.0015746585559099913,-0.0012434974778443575,-0.0005348665290512145,0.003630394348874688,0.0038695407565683126,-0.002116141375154257,-0.0022688445169478655,-0.00047905498649924994,0.0008977415855042636,0.0004451437562238425,-0.0016286756144836545,-0.0007854562718421221,0.0011195441475138068,-0.00281325401738286,0.0028952336870133877,0.0013745510950684547,-0.0005714672151952982,-0.003792298026382923,0.00034137096372433007,-0.001711560762487352,0.003610331332311034,0.0006717854412272573,0.0025347601622343063,-0.0006722201942466199,0.0033382384572178125,-0.0008916790247894824,-0.001579574658535421,0.0029907417483627796,-0.0038489322178065777,-0.003062571631744504,-0.0020698083098977804,-0.00306293205358088,0.003420887514948845,0.0011205109767615795,-0.0030560269951820374,-0.003632107051089406,0.002144328784197569,-0.002568216761574149,-0.0036786554846912622,0.00228398316539824,-0.0008834492764435709,0.0016293828375637531,-0.003512206021696329,0.0028618420474231243,-0.0029330789111554623,0.0031645779963582754,0.0032109792809933424,0.0003983383357990533,-0.0009858509292826056,0.003825442399829626,0.0030710180290043354,-0.0010788885410875082,0.00039851164910942316,0.0015092964749783278,-0.00218843761831522,-0.0025773956440389156,-0.0013730772770941257,-0.0016950361896306276,-0.0004193497006781399,0.0032238273415714502,0.002015861449763179,0.0031551439315080643,-0.0014542278368026018,-0.0025608865544199944,0.0029005964752286673,0.0024634527508169413,-0.0028067147359251976
9,0.002001060638576746,0.0025966065004467964,-0.0028667442966252565,-0.0006223738892003894,-0.0005754073499701917,-0.0019705481827259064,-0.002906640525907278,0.0009841815335676074,0.0021673659794032574,0.002139574382454157,0.0014159188140183687,-0.0002384373074164614,-0.00023585904273204505,-0.002124591963365674,-0.0019703691359609365,-0.003540782257914543,-0.0003527787048369646,-0.002246403368189931,3.3251017157454044e-05,-0.0036594450939446688,-0.00042108193156309426,0.002259136876091361,0.003534025978296995,-0.0021882099099457264,-0.0011972083011642098,-0.0028574878815561533,-0.002194521948695183,0.0021960297599434853,0.001573690795339644,-0.0027662827633321285,-0.000635762233287096,0.0036044856533408165,0.0002966200408991426,0.003163315588608384,-0.003851966466754675,-0.00044310715747997165,0.003928853198885918,0.0027785971760749817,0.00022036966402083635,0.0009095155983231962,0.0005558861303143203,0.0006528150988742709,-0.0008007846772670746,0.001255706651136279,0.0002844013797584921,-0.0026670433580875397,0.002348934533074498,-0.0029471497982740402,0.000896801648195833,-0.0034540060441941023,0.002871025586500764,0.0008498367387801409,-0.0025288215838372707,0.00246835732832551,0.0014778859913349152,-0.0014664777554571629,0.0014904355630278587,0.0014053613413125277,-0.0018927969504147768,0.002147422172129154,-0.0024040662683546543,-0.0015153903514146805,0.0010534466709941626,-0.003796299220994115,-0.003395895939320326,-0.0018623623764142394,0.0004435750306583941,0.0012519418960437179,-0.0016640109242871404,-0.00019291356147732586,-0.0005156705155968666,-0.0012386562302708626,0.000401162076741457,0.0022917704191058874,-0.0026197205297648907,-0.0025940369814634323,0.0026168134063482285,-0.0005944232689216733,-0.0019199235830456018,0.0027765894774347544,-0.0024677778128534555,-0.0037749491166323423,0.003362895455211401,1.4033867955731694e-05,0.002169598825275898,-0.002759113209322095,-0.0005451046745292842,-0.0025799190625548363,-0.002124360529705882,-0.0009222677908837795,-0.000299560691928491,0.001964253606274724,0.0025749567430466413,0.002743637654930353,-0.0011699064634740353,-0.0025672423653304577,-0.0029103835113346577,0.0016048119869083166,0.0021905333269387484,-0.0017988580511882901,-0.003532549599185586,0.0021276180632412434,-0.0035020813811570406,-0.00327981635928154,0.002184819895774126,-0.0023942298721522093,0.003501270432025194,0.0027924571186304092,-0.0016703942092135549,-0.0035556110087782145,-0.0032605850137770176,-0.0004293011734262109,-0.003428594907745719,0.0009011555230244994,0.0028950530104339123,0.0009672518935985863,-0.00012612459249794483,-0.0010184857528656721,0.0015203591901808977,0.0010019431356340647,-1.6700755622878205e-06,-0.002612340496852994,-0.0007241158164106309,-0.0027746434789150953,0.0009325752034783363,0.000352382252458483,-0.003865271806716919,0.0012737928191199899
